Incident_ID,Incident_Type,Area,Time_of_Day,Day_of_Week,Weather,Crowd_Level,CCTV_Available,Police_Response_Time,Ambulance_Response_Time,Fire_Response_Time,Number_of_People,Severity_Score,Previous_Incidents,Emergency_Level
306,Medical,Central,Night,Tuesday,Sunny,Medium,Yes,6.0,6,29,153,5,7,High
307,Fire,North,Morning,Tuesday,Sunny,High,No,24.0,25,34,45,7,9,High
308,Assault,West,Evening,Monday,Cloudy,High,No,12.0,30,29,243,2,3,Medium
309,Theft,East,Night,Thursday,Rainy,Low,No,14.0,10,32,190,3,12,High
310,Theft,East,Night,Sunday,Cloudy,Low,Yes,25.0,26,10,32,10,4,High
311,Medical,South,Night,Wednesday,Sunny,Medium,Yes,16.0,22,34,420,7,16,High
312,Theft,West,Afternoon,Tuesday,Sunny,Low,Yes,21.0,26,13,293,9,16,High
313,Fire,Central,Evening,Wednesday,Cloudy,Low,Yes,24.0,18,16,217,1,2,Low
314,Medical,West,Morning,Sunday,Cloudy,High,No,20.0,15,21,285,7,12,High
315,Theft,Central,Morning,Sunday,Rainy,High,No,7.0,23,10,213,2,4,Medium
316,Theft,South,Evening,Thursday,Sunny,High,No,23.0,20,34,136,7,12,High
317,Assault,East,Evening,Monday,Rainy,Medium,No,25.0,12,7,203,1,10,Medium
318,Fire,South,Evening,Saturday,Rainy,Medium,No,25.0,26,10,432,5,15,High
319,Fire,West,Night,Sunday,Cloudy,Medium,Yes,5.0,11,32,310,7,20,High
320,Fire,Central,Morning,Tuesday,Sunny,Low,Yes,5.0,14,29,406,9,5,High
321,Accident,East,Night,Friday,Rainy,High,Yes,4.0,16,16,17,4,14,High
322,Fire,West,Evening,Wednesday,Sunny,Medium,Yes,18.0,24,32,124,1,11,Medium
323,Fire,South,Afternoon,Wednesday,Cloudy,Medium,Yes,4.0,10,17,15,5,12,High
324,Fire,East,Evening,Saturday,Cloudy,High,No,23.0,10,4,243,1,4,Low
325,Fire,West,Evening,Saturday,Cloudy,High,No,14.0,19,20,459,7,12,High
326,Medical,Central,Evening,Wednesday,Cloudy,Low,No,19.0,26,27,53,10,0,High
327,Accident,East,Afternoon,Tuesday,Cloudy,Low,Yes,23.0,15,21,173,2,8,Medium
328,Assault,East,Evening,Thursday,Rainy,Medium,Yes,24.0,9,5,207,10,10,High
329,Medical,West,Evening,Friday,Rainy,Low,Yes,9.0,15,18,363,10,18,High
330,Medical,South,Evening,Saturday,Sunny,Low,No,7.0,28,20,50,5,15,High
331,Accident,East,Evening,Thursday,Sunny,Medium,Yes,16.0,30,25,382,4,9,High
332,Medical,North,Night,Friday,Rainy,Medium,Yes,5.0,20,16,298,10,19,High
333,Fire,East,Afternoon,Sunday,Sunny,Medium,No,13.0,18,33,71,3,6,Medium
334,Accident,South,Afternoon,Friday,Sunny,Medium,Yes,4.0,5,32,161,3,20,High
335,Assault,West,Night,Monday,Sunny,High,Yes,23.0,18,29,315,3,13,High
336,Theft,North,Afternoon,Tuesday,Cloudy,Medium,No,13.0,29,16,487,6,0,Medium
337,Fire,North,Morning,Wednesday,Rainy,Medium,No,19.0,23,23,53,3,12,High
338,Fire,South,Night,Monday,Sunny,Low,Yes,13.0,20,26,455,7,4,High
339,Theft,East,Morning,Thursday,Cloudy,Medium,Yes,21.0,21,14,376,4,0,Medium
340,Theft,West,Night,Thursday,Sunny,High,No,23.0,5,7,25,10,3,High
341,Accident,West,Morning,Saturday,Cloudy,Medium,Yes,9.0,27,4,360,8,4,High
342,Accident,North,Morning,Thursday,Sunny,High,Yes,19.0,28,11,426,7,3,High
343,Accident,South,Morning,Friday,Rainy,Low,No,9.0,16,30,426,5,16,High
344,Theft,Central,Night,Tuesday,Sunny,High,Yes,3.0,26,9,121,6,0,Medium
345,Accident,East,Night,Monday,Sunny,Low,Yes,23.0,12,33,464,2,8,Medium
346,Theft,North,Morning,Sunday,Sunny,High,Yes,16.0,28,11,185,5,10,High
347,Accident,East,Afternoon,Monday,Rainy,Medium,No,22.0,13,9,184,6,14,High
348,Fire,North,Afternoon,Saturday,Cloudy,Low,Yes,25.0,20,30,428,5,12,High
349,Fire,Central,Night,Sunday,Rainy,High,Yes,18.0,30,32,214,2,18,High
350,Theft,North,Evening,Saturday,Rainy,Low,Yes,6.0,18,32,248,3,15,High
351,Assault,South,Night,Wednesday,Cloudy,High,No,25.0,27,10,266,6,16,High
352,Fire,Central,Night,Sunday,Rainy,Low,Yes,22.0,6,4,430,3,17,High
353,Medical,South,Night,Thursday,Sunny,Low,No,13.0,13,7,165,8,7,High
354,Assault,East,Morning,Thursday,Cloudy,High,Yes,17.0,7,35,411,8,18,High
355,Theft,Central,Evening,Friday,Cloudy,Low,No,4.0,22,4,207,2,13,High
356,Medical,Central,Night,Saturday,Cloudy,Medium,No,10.0,19,25,187,6,1,Medium
357,Accident,Central,Evening,Saturday,Sunny,Low,Yes,3.0,15,26,50,2,7,Medium
358,Fire,North,Night,Tuesday,Rainy,Low,No,6.0,13,16,72,8,13,High
359,Assault,West,Afternoon,Thursday,Sunny,High,Yes,4.0,25,11,388,2,13,High
360,Medical,South,Afternoon,Monday,Rainy,High,No,21.0,20,15,479,9,13,High
361,Accident,West,Evening,Wednesday,Rainy,Low,Yes,16.0,24,19,452,9,12,High
362,Medical,South,Afternoon,Tuesday,Cloudy,High,No,12.0,27,24,309,7,16,High
363,Medical,Central,Evening,Saturday,Sunny,Medium,No,25.0,25,15,472,6,4,High
364,Assault,North,Morning,Monday,Rainy,Low,Yes,24.0,28,22,293,10,13,High
365,Fire,North,Evening,Tuesday,Cloudy,Low,No,8.0,14,20,103,1,8,Medium
366,Medical,West,Afternoon,Friday,Cloudy,Medium,Yes,24.0,28,18,53,8,19,High
367,Theft,East,Afternoon,Friday,Rainy,Low,No,24.0,15,7,199,7,13,High
368,Accident,West,Afternoon,Saturday,Sunny,Low,Yes,9.0,29,16,280,10,19,High
369,Medical,East,Afternoon,Tuesday,Cloudy,Medium,Yes,4.0,18,21,62,9,12,High
370,Medical,North,Evening,Thursday,Cloudy,High,No,4.0,9,24,239,6,4,High
371,Medical,North,Afternoon,Thursday,Cloudy,High,No,19.0,12,15,402,2,10,High
372,Accident,East,Evening,Tuesday,Cloudy,High,No,9.0,26,25,179,2,7,Medium
373,Assault,South,Afternoon,Monday,Cloudy,Medium,No,3.0,8,26,422,9,20,High
374,Theft,Central,Evening,Friday,Cloudy,Medium,No,20.0,28,22,198,2,8,Medium
375,Theft,South,Morning,Saturday,Sunny,Low,Yes,9.0,15,9,152,1,20,High
376,Theft,South,Morning,Thursday,Cloudy,Medium,Yes,9.0,22,31,428,7,3,High
377,Medical,North,Afternoon,Wednesday,Rainy,Medium,No,8.0,30,20,38,2,1,Low
378,Medical,North,Morning,Sunday,Cloudy,High,Yes,3.0,17,11,222,7,10,High
379,Medical,North,Evening,Sunday,Rainy,Medium,No,6.0,14,23,184,2,16,High
380,Assault,Central,Evening,Saturday,Sunny,Medium,No,20.0,12,12,243,1,5,Low
381,Theft,Central,Night,Friday,Cloudy,Low,No,7.0,8,6,284,1,17,High
382,Fire,South,Afternoon,Friday,Rainy,Low,Yes,9.0,18,13,384,4,11,High
383,Medical,North,Evening,Saturday,Sunny,Medium,Yes,4.0,29,33,344,3,18,High
384,Fire,South,Morning,Wednesday,Cloudy,Low,Yes,18.0,15,26,372,4,18,High
385,Medical,South,Evening,Sunday,Rainy,Medium,Yes,13.0,24,23,249,6,14,High
386,Accident,East,Afternoon,Saturday,Cloudy,Medium,No,10.0,27,31,161,1,7,Medium
387,Fire,Central,Morning,Sunday,Rainy,Low,Yes,12.0,20,10,229,8,11,High
388,Theft,Central,Morning,Sunday,Cloudy,High,No,5.0,28,8,376,5,20,High
389,Fire,East,Night,Tuesday,Cloudy,High,No,20.0,13,34,109,10,1,High
390,Accident,Central,Morning,Saturday,Sunny,High,Yes,19.0,7,29,238,3,16,High
391,Assault,East,Morning,Tuesday,Rainy,Low,Yes,8.0,10,13,72,9,14,High
392,Medical,East,Night,Thursday,Rainy,Low,Yes,4.0,26,17,190,5,7,High
393,Medical,Central,Afternoon,Thursday,Cloudy,Medium,No,23.0,13,20,53,6,16,High
394,Fire,Central,Night,Wednesday,Rainy,Medium,No,19.0,13,28,335,10,2,High
395,Fire,North,Evening,Tuesday,Sunny,Low,Yes,7.0,19,14,4,10,16,High
396,Accident,North,Night,Saturday,Rainy,Medium,Yes,24.0,12,30,309,6,3,Medium
397,Theft,South,Afternoon,Tuesday,Cloudy,High,Yes,16.0,5,19,83,10,20,High
398,Medical,West,Morning,Saturday,Cloudy,High,No,8.0,13,15,76,10,1,High
399,Fire,South,Night,Friday,Sunny,High,Yes,22.0,20,34,111,2,14,High
400,Assault,Central,Morning,Tuesday,Rainy,Medium,Yes,11.0,10,25,338,10,16,High
401,Fire,Central,Morning,Tuesday,Rainy,High,Yes,19.0,21,30,9,2,6,Medium
402,Medical,Central,Morning,Sunday,Cloudy,High,No,5.0,20,12,258,9,3,High
403,Fire,West,Night,Wednesday,Cloudy,High,Yes,4.0,27,31,216,9,11,High
404,Theft,East,Night,Wednesday,Sunny,Low,Yes,18.0,29,18,69,7,8,High
405,Fire,East,Night,Wednesday,Sunny,Low,No,19.0,5,28,268,10,3,High
406,Medical,East,Night,Sunday,Sunny,Medium,No,20.0,18,27,130,10,8,High
407,Accident,Central,Evening,Sunday,Cloudy,Medium,Yes,20.0,20,20,190,3,17,High
408,Theft,South,Night,Sunday,Rainy,High,Yes,17.0,30,14,383,2,7,Medium
409,Fire,West,Night,Monday,Sunny,Medium,Yes,3.0,30,9,200,3,20,High
410,Assault,Central,Evening,Saturday,Cloudy,Low,Yes,4.0,28,28,41,6,19,High
411,Fire,North,Afternoon,Friday,Sunny,High,Yes,9.0,26,22,225,8,0,High
412,Accident,West,Evening,Saturday,Rainy,Medium,Yes,3.0,10,9,123,6,20,High
413,Medical,Central,Evening,Wednesday,Rainy,Low,Yes,5.0,22,22,8,9,2,High
414,Fire,West,Morning,Friday,Sunny,High,No,21.0,5,20,477,8,12,High
415,Assault,West,Night,Sunday,Sunny,Medium,No,19.0,13,20,485,6,3,High
416,Accident,North,Night,Saturday,Sunny,High,Yes,3.0,20,11,460,8,18,High
417,Accident,South,Evening,Monday,Rainy,High,No,19.0,22,4,212,6,11,High
418,Fire,Central,Evening,Tuesday,Cloudy,High,Yes,18.0,15,26,284,2,5,Medium
419,Accident,South,Afternoon,Tuesday,Sunny,High,No,10.0,28,19,378,8,6,High
420,Medical,North,Morning,Sunday,Rainy,Medium,No,6.0,7,35,399,3,3,Medium
421,Medical,East,Night,Tuesday,Cloudy,Low,Yes,11.0,20,15,460,8,18,High
422,Medical,East,Night,Sunday,Cloudy,Low,No,18.0,22,6,410,9,13,High
423,Theft,South,Night,Friday,Sunny,Medium,No,17.0,15,4,358,2,16,High
424,Fire,East,Night,Friday,Rainy,Medium,Yes,8.0,22,20,442,10,8,High
425,Accident,West,Evening,Thursday,Sunny,High,Yes,16.0,27,27,218,8,6,High
426,Fire,Central,Night,Sunday,Rainy,Low,Yes,6.0,28,21,352,10,7,High
427,Fire,Central,Evening,Sunday,Rainy,Medium,No,8.0,18,35,243,3,0,Low
428,Fire,North,Afternoon,Sunday,Rainy,Medium,Yes,4.0,17,10,440,9,18,High
429,Medical,Central,Evening,Wednesday,Sunny,Medium,Yes,11.0,16,27,382,8,10,High
430,Accident,East,Evening,Saturday,Cloudy,Medium,No,9.0,23,15,445,6,19,High
431,Fire,East,Night,Saturday,Cloudy,High,No,12.0,19,13,196,2,19,High
432,Accident,East,Evening,Friday,Cloudy,Medium,No,13.0,12,24,41,2,5,Medium
433,Assault,South,Afternoon,Sunday,Sunny,Low,Yes,21.0,21,32,400,8,11,High
434,Theft,North,Morning,Thursday,Cloudy,Low,Yes,9.0,10,29,482,5,2,Medium
435,Theft,West,Evening,Tuesday,Sunny,High,No,6.0,13,13,269,7,2,High
436,Theft,North,Evening,Sunday,Rainy,Medium,No,7.0,21,14,321,8,4,High
437,Medical,South,Night,Saturday,Cloudy,High,No,20.0,19,12,479,9,8,High
438,Assault,Central,Afternoon,Sunday,Sunny,Medium,No,20.0,14,26,328,9,20,High
439,Theft,Central,Afternoon,Wednesday,Rainy,Medium,Yes,7.0,14,4,212,6,8,High
440,Accident,Central,Afternoon,Sunday,Sunny,High,No,12.0,5,31,485,8,15,High
441,Fire,West,Night,Tuesday,Rainy,Low,No,16.0,17,19,211,4,17,High
442,Accident,Central,Evening,Thursday,Sunny,Low,Yes,25.0,26,21,265,4,19,High
443,Accident,Central,Night,Tuesday,Rainy,Low,Yes,23.0,19,32,149,3,3,Medium
444,Accident,East,Afternoon,Saturday,Rainy,High,Yes,3.0,10,10,497,1,17,High
445,Accident,West,Evening,Sunday,Rainy,Medium,No,3.0,20,17,47,4,4,Medium
446,Assault,North,Night,Tuesday,Sunny,Medium,No,7.0,6,21,170,1,2,Low
447,Fire,North,Afternoon,Thursday,Cloudy,Low,Yes,15.0,29,32,63,1,7,Medium
448,Medical,Central,Morning,Wednesday,Rainy,High,No,13.0,10,6,200,8,9,High
449,Fire,West,Evening,Monday,Sunny,Medium,Yes,24.0,11,11,185,4,1,Medium
450,Medical,South,Evening,Sunday,Sunny,Low,Yes,3.0,6,34,405,7,7,High
451,Theft,East,Afternoon,Saturday,Cloudy,Low,Yes,13.0,29,7,47,8,19,High
452,Assault,South,Morning,Saturday,Rainy,Medium,Yes,20.0,30,26,120,8,10,High
453,Medical,East,Night,Tuesday,Cloudy,Low,No,18.0,27,32,461,5,1,Medium
454,Theft,Central,Afternoon,Thursday,Rainy,Medium,No,11.0,24,14,375,6,14,High
455,Theft,Central,Evening,Sunday,Cloudy,Low,No,19.0,17,15,1,8,20,High
456,Medical,South,Evening,Wednesday,Rainy,High,No,15.0,11,35,338,2,17,High
457,Fire,South,Morning,Tuesday,Sunny,Medium,Yes,24.0,7,6,50,2,16,High
458,Medical,Central,Evening,Monday,Rainy,Low,Yes,23.0,17,35,17,2,18,High
459,Assault,North,Evening,Friday,Cloudy,Medium,No,23.0,20,9,477,1,6,Medium
460,Theft,East,Morning,Tuesday,Cloudy,Low,Yes,11.0,21,6,422,1,19,High
461,Medical,South,Night,Saturday,Sunny,High,No,9.0,11,19,273,4,12,High
462,Medical,West,Evening,Saturday,Sunny,High,No,6.0,10,15,360,8,13,High
463,Assault,West,Evening,Friday,Sunny,High,Yes,20.0,15,27,463,6,10,High
464,Assault,West,Morning,Saturday,Sunny,Medium,Yes,11.0,16,32,393,7,17,High
465,Fire,East,Morning,Sunday,Cloudy,Medium,Yes,3.0,14,18,70,9,9,High
466,Accident,East,Afternoon,Tuesday,Rainy,Medium,Yes,14.0,9,12,20,2,14,High
467,Accident,West,Afternoon,Thursday,Cloudy,High,Yes,9.0,28,8,205,10,18,High
468,Theft,North,Evening,Wednesday,Rainy,Medium,Yes,4.0,28,28,329,10,9,High
469,Theft,East,Morning,Wednesday,Cloudy,High,Yes,22.0,5,28,383,4,20,High
470,Assault,Central,Morning,Tuesday,Rainy,Medium,No,7.0,6,29,258,6,7,High
471,Medical,West,Evening,Monday,Rainy,High,No,5.0,20,7,68,3,10,High
472,Assault,West,Afternoon,Friday,Cloudy,High,Yes,18.0,22,16,391,3,4,Medium
473,Theft,West,Night,Wednesday,Rainy,Low,No,16.0,15,9,37,4,8,Medium
474,Fire,East,Night,Friday,Sunny,Medium,Yes,3.0,29,23,305,6,20,High
475,Theft,North,Afternoon,Friday,Sunny,Medium,Yes,7.0,29,9,103,4,11,High
476,Theft,East,Afternoon,Saturday,Cloudy,Low,Yes,12.0,19,34,356,6,3,High
477,Theft,West,Morning,Wednesday,Sunny,Low,No,20.0,20,13,268,9,8,High
478,Theft,North,Night,Saturday,Rainy,High,No,11.0,6,33,405,4,19,High
479,Assault,Central,Morning,Wednesday,Rainy,High,Yes,23.0,17,18,10,2,9,Medium
480,Theft,South,Evening,Wednesday,Rainy,Medium,Yes,17.0,22,5,102,3,16,High
481,Fire,Central,Evening,Sunday,Sunny,High,No,14.0,25,23,178,1,11,Medium
482,Fire,East,Night,Saturday,Sunny,Low,No,20.0,13,18,456,7,0,High
483,Assault,South,Afternoon,Thursday,Rainy,High,No,23.0,26,18,492,9,19,High
484,Medical,Central,Afternoon,Sunday,Sunny,Medium,Yes,9.0,25,12,278,8,4,High
485,Accident,North,Morning,Tuesday,Rainy,Low,Yes,23.0,23,14,466,7,4,High
486,Accident,South,Afternoon,Monday,Sunny,Low,Yes,16.0,14,32,451,6,13,High
487,Medical,South,Afternoon,Saturday,Sunny,Medium,Yes,22.0,23,18,316,10,8,High
488,Fire,West,Night,Thursday,Sunny,Low,Yes,22.0,20,27,69,8,16,High
489,Fire,South,Afternoon,Monday,Sunny,Medium,No,3.0,13,30,17,4,13,High
490,Theft,Central,Night,Saturday,Rainy,Medium,Yes,10.0,18,29,444,6,14,High
491,Medical,Central,Night,Saturday,Sunny,High,No,17.0,6,19,56,9,14,High
492,Assault,West,Evening,Sunday,Rainy,Medium,Yes,4.0,11,22,392,9,20,High
493,Assault,West,Morning,Saturday,Cloudy,Low,Yes,4.0,27,13,151,7,19,High
494,Accident,West,Morning,Tuesday,Rainy,High,Yes,7.0,17,30,481,10,17,High
495,Theft,North,Morning,Saturday,Rainy,High,No,13.0,27,14,47,8,8,High
496,Assault,Central,Night,Monday,Sunny,Medium,Yes,19.0,24,14,269,2,12,High
497,Assault,East,Evening,Saturday,Rainy,Medium,Yes,8.0,29,7,445,3,4,Medium
498,Theft,West,Night,Sunday,Rainy,High,Yes,9.0,5,20,461,2,4,Medium
499,Assault,West,Night,Monday,Cloudy,High,Yes,10.0,11,34,452,10,15,High
500,Theft,South,Afternoon,Monday,Cloudy,Medium,Yes,11.0,24,17,452,4,17,High
501,Accident,North,Morning,Monday,Rainy,Low,Yes,24.0,23,23,438,3,1,Medium
502,Assault,Central,Evening,Monday,Sunny,Medium,No,21.0,30,15,313,5,19,High
503,Medical,North,Evening,Thursday,Sunny,Low,No,5.0,29,31,460,6,12,High
504,Medical,North,Morning,Friday,Cloudy,High,Yes,19.0,11,17,270,6,13,High
505,Medical,East,Evening,Friday,Cloudy,High,No,25.0,14,31,371,8,19,High
506,Assault,South,Afternoon,Saturday,Rainy,Low,Yes,18.0,21,35,315,3,18,High
507,Fire,Central,Night,Thursday,Sunny,Medium,No,23.0,30,11,13,2,14,Medium
508,Accident,East,Morning,Wednesday,Rainy,High,No,9.0,5,16,413,9,20,High
509,Fire,South,Evening,Sunday,Rainy,High,No,13.0,17,5,59,1,10,Medium
510,Fire,West,Evening,Thursday,Rainy,High,Yes,23.0,9,34,409,8,1,High
511,Fire,Central,Evening,Sunday,Rainy,Low,Yes,24.0,15,5,154,9,18,High
512,Medical,Central,Night,Tuesday,Cloudy,Low,No,13.0,17,14,431,5,0,Medium
513,Assault,South,Evening,Thursday,Rainy,Low,No,11.0,18,9,364,6,1,Medium
514,Theft,West,Morning,Sunday,Rainy,High,Yes,4.0,29,16,58,3,11,High
515,Fire,North,Afternoon,Tuesday,Cloudy,Low,No,19.0,14,24,175,4,15,High
516,Theft,Central,Morning,Wednesday,Rainy,Low,Yes,6.0,5,23,366,7,16,High
517,Fire,East,Afternoon,Tuesday,Rainy,Medium,No,3.0,23,23,393,9,9,High
518,Accident,North,Morning,Friday,Cloudy,High,Yes,11.0,9,14,344,8,3,High
519,Fire,East,Afternoon,Tuesday,Sunny,Medium,No,20.0,15,21,278,4,11,High
520,Theft,North,Night,Monday,Sunny,Medium,No,7.0,5,34,228,9,1,High
521,Medical,East,Evening,Wednesday,Sunny,High,Yes,21.0,25,32,361,3,19,High
522,Theft,West,Evening,Saturday,Cloudy,High,No,5.0,30,33,291,8,4,High
523,Accident,West,Afternoon,Saturday,Cloudy,Medium,No,7.0,24,20,119,8,7,High
524,Accident,West,Night,Sunday,Sunny,Medium,No,5.0,20,11,250,8,0,High
525,Theft,East,Morning,Sunday,Rainy,High,No,19.0,8,29,295,10,4,High
526,Medical,South,Night,Thursday,Sunny,Medium,Yes,10.0,24,19,303,7,13,High
527,Medical,South,Afternoon,Saturday,Cloudy,Low,No,21.0,30,25,221,10,13,High
528,Assault,South,Evening,Thursday,Sunny,High,Yes,17.0,15,10,304,2,19,High
529,Theft,South,Afternoon,Friday,Cloudy,Low,Yes,13.0,20,7,395,10,12,High
530,Fire,South,Evening,Wednesday,Cloudy,High,No,12.0,17,32,232,3,17,High
531,Medical,Central,Night,Sunday,Sunny,Medium,Yes,5.0,23,4,368,7,11,High
532,Theft,East,Morning,Tuesday,Rainy,High,No,4.0,5,26,462,6,17,High
533,Medical,South,Afternoon,Thursday,Sunny,Low,No,15.0,17,31,365,6,12,High
534,Fire,North,Morning,Saturday,Sunny,Low,No,7.0,14,12,431,6,13,High
535,Assault,Central,Night,Friday,Sunny,Medium,No,5.0,9,30,500,7,4,High
536,Fire,West,Morning,Friday,Rainy,High,Yes,15.0,16,18,420,9,14,High
537,Theft,North,Night,Saturday,Rainy,Low,No,20.0,23,27,138,9,13,High
538,Medical,Central,Morning,Tuesday,Rainy,High,Yes,11.0,19,9,73,2,16,High
539,Accident,Central,Morning,Thursday,Rainy,High,No,12.0,24,7,409,9,18,High
540,Accident,South,Morning,Saturday,Cloudy,High,No,16.0,16,22,376,10,10,High
541,Medical,North,Evening,Sunday,Cloudy,High,Yes,23.0,20,14,134,10,1,High
542,Accident,East,Afternoon,Friday,Rainy,Medium,No,7.0,21,8,249,5,2,Medium
543,Assault,East,Afternoon,Wednesday,Cloudy,Low,No,22.0,10,13,380,1,3,Low
544,Fire,Central,Afternoon,Sunday,Rainy,Medium,No,4.0,15,9,410,3,16,High
545,Medical,East,Morning,Saturday,Rainy,Low,Yes,23.0,10,17,339,4,14,High
546,Medical,South,Night,Saturday,Cloudy,Medium,No,18.0,14,34,238,3,12,High
547,Assault,West,Evening,Friday,Cloudy,Low,Yes,16.0,5,22,75,5,16,High
548,Accident,East,Evening,Sunday,Sunny,Medium,No,16.0,24,21,327,9,11,High
549,Medical,East,Afternoon,Wednesday,Cloudy,Low,Yes,24.0,23,16,396,8,7,High
550,Assault,East,Afternoon,Saturday,Rainy,Medium,Yes,6.0,21,10,7,2,13,High
551,Medical,North,Morning,Monday,Cloudy,Low,No,5.0,6,17,13,1,19,High
552,Accident,East,Night,Saturday,Sunny,High,No,6.0,27,15,412,10,5,High
553,Accident,South,Morning,Wednesday,Sunny,Medium,No,25.0,26,24,394,5,13,High
554,Theft,West,Afternoon,Friday,Rainy,Low,No,11.0,10,32,31,6,8,High
555,Assault,East,Morning,Monday,Sunny,Low,No,16.0,11,10,74,2,17,High
556,Theft,West,Evening,Tuesday,Cloudy,Medium,No,7.0,25,4,10,8,15,High
557,Assault,West,Night,Sunday,Cloudy,Low,Yes,25.0,29,35,2,10,16,High
558,Accident,East,Night,Monday,Cloudy,High,Yes,6.0,23,26,197,1,15,High
559,Fire,South,Morning,Thursday,Cloudy,Low,No,5.0,19,22,274,6,10,High
560,Assault,North,Night,Saturday,Sunny,Low,Yes,23.0,27,26,459,7,3,High
561,Theft,Central,Evening,Thursday,Cloudy,Medium,Yes,10.0,20,28,13,4,18,High
562,Assault,North,Afternoon,Sunday,Cloudy,High,No,13.0,30,6,174,1,1,Low
563,Fire,West,Morning,Thursday,Cloudy,Low,Yes,10.0,7,6,77,9,18,High
564,Theft,West,Afternoon,Sunday,Cloudy,Low,Yes,23.0,6,23,8,3,5,Medium
565,Fire,West,Evening,Sunday,Cloudy,High,No,22.0,12,8,255,2,19,High
566,Fire,North,Afternoon,Wednesday,Sunny,Low,No,20.0,9,24,62,6,18,High
567,Medical,South,Night,Tuesday,Cloudy,Low,Yes,8.0,27,27,388,3,13,High
568,Theft,West,Morning,Monday,Sunny,Low,Yes,22.0,17,14,406,2,20,High
569,Fire,South,Afternoon,Saturday,Rainy,High,No,16.0,27,34,455,10,9,High
570,Medical,South,Night,Friday,Sunny,High,No,22.0,27,6,123,7,5,High
571,Theft,Central,Morning,Friday,Rainy,High,Yes,20.0,12,16,215,6,0,Medium
572,Theft,South,Morning,Sunday,Sunny,High,No,24.0,11,21,395,8,20,High
573,Accident,East,Afternoon,Thursday,Rainy,Medium,No,24.0,6,7,91,8,5,High
574,Theft,West,Morning,Monday,Sunny,High,No,20.0,10,14,54,1,1,Low
575,Fire,North,Evening,Tuesday,,,No,,11,24,297,10,10,High
576,Theft,West,Afternoon,Tuesday,Cloudy,Medium,Yes,5.0,20,35,193,4,7,High
577,Accident,East,Afternoon,Wednesday,Sunny,Low,Yes,17.0,28,16,192,7,4,High
578,Fire,East,Afternoon,Wednesday,Cloudy,Low,Yes,17.0,19,30,70,5,3,Medium
579,Medical,West,Afternoon,Friday,Rainy,Medium,No,10.0,7,30,497,10,17,High
580,Assault,Central,Afternoon,Friday,Sunny,High,Yes,10.0,12,24,374,1,13,High
581,Assault,Central,Night,Thursday,Cloudy,Low,No,18.0,28,6,23,7,1,Medium
582,Assault,South,Afternoon,Wednesday,Rainy,Low,Yes,20.0,29,4,124,8,2,High
583,Medical,Central,Morning,Thursday,Rainy,Low,No,8.0,27,33,246,1,9,Medium
584,Theft,West,Evening,Friday,Sunny,Medium,No,23.0,19,4,405,3,11,High
585,Theft,Central,Evening,Saturday,Sunny,High,No,20.0,23,17,358,5,19,High
586,Accident,East,Afternoon,Saturday,Cloudy,High,Yes,14.0,19,6,57,1,12,Medium
587,Medical,North,Night,Saturday,Cloudy,High,Yes,7.0,15,19,364,9,6,High
588,Accident,North,Morning,Wednesday,Rainy,Medium,No,11.0,21,31,165,4,11,High
589,Assault,Central,Evening,Sunday,Cloudy,High,Yes,18.0,27,22,270,9,3,High
590,Fire,East,Morning,Monday,Sunny,Medium,Yes,5.0,7,29,457,4,14,High
591,Accident,West,Afternoon,Thursday,Rainy,Medium,No,9.0,21,5,255,3,4,Medium
592,Medical,East,Night,Friday,Rainy,High,No,5.0,5,18,150,1,6,Medium
593,Accident,Central,Afternoon,Sunday,Rainy,Low,No,20.0,19,33,304,8,16,High
594,Fire,East,Evening,Thursday,Sunny,High,Yes,12.0,29,7,248,4,11,High
595,Fire,South,Morning,Monday,Rainy,High,Yes,8.0,27,13,147,9,5,High
596,Accident,East,Afternoon,Wednesday,Rainy,High,Yes,8.0,11,6,134,8,11,High
597,Fire,West,Evening,Tuesday,Sunny,High,No,3.0,17,35,155,9,3,High
598,Medical,West,Evening,Saturday,Sunny,High,No,21.0,26,13,243,5,9,High
599,Assault,Central,Afternoon,Thursday,Rainy,Low,No,6.0,14,5,72,1,17,High
600,Accident,South,Morning,Monday,Cloudy,Medium,Yes,9.0,23,18,312,1,20,High
601,Accident,West,Afternoon,Saturday,Rainy,Medium,No,18.0,15,7,202,9,6,High
602,Assault,Central,Morning,Tuesday,Cloudy,Medium,No,14.0,16,23,7,6,9,High
603,Fire,Central,Morning,Tuesday,Sunny,Medium,No,16.0,28,30,148,8,5,High
604,Theft,North,Night,Saturday,Rainy,Medium,Yes,21.0,29,28,172,9,2,High
605,Assault,East,Night,Monday,Rainy,High,No,7.0,11,15,237,9,18,High
606,Fire,East,Evening,Saturday,Cloudy,Medium,Yes,10.0,5,4,287,8,14,High
607,Theft,North,Evening,Thursday,Sunny,High,No,18.0,27,19,214,5,5,Medium
608,Theft,East,Morning,Sunday,Rainy,Low,Yes,16.0,13,34,247,10,18,High
609,Fire,North,Evening,Wednesday,Rainy,High,No,25.0,9,26,164,3,14,High
610,Medical,South,Afternoon,Sunday,Sunny,High,Yes,19.0,25,8,149,1,9,Medium
611,Accident,East,Morning,Friday,Cloudy,Medium,Yes,24.0,30,23,166,9,10,High
612,Assault,East,Afternoon,Monday,Sunny,Low,Yes,12.0,16,35,71,1,16,High
